day,dose_mg_day,suppression_pct
39.0,3.828481012658227,48.81422737542564
40.0,3.828481012658227,48.81422737542564
41.0,3.828481012658227,48.81422737542564
42.0,3.828481012658227,48.81422737542564
43.0,3.828481012658227,48.81422737542564
44.0,3.828481012658227,48.81422737542564
45.0,3.828481012658227,48.81422737542564
46.0,3.828481012658227,48.81422737542564
47.0,3.828481012658227,48.81422737542564
48.0,3.828481012658227,48.81422737542564
49.0,3.828481012658227,48.81422737542564
50.0,3.828481012658227,48.81422737542564
51.0,3.828481012658227,48.81422737542564
52.0,3.828481012658227,48.81422737542564
53.0,3.828481012658227,48.81422737542564
54.0,3.828481012658227,48.81422737542564
55.0,3.828481012658227,48.81422737542564
56.0,3.828481012658227,48.81422737542564
0.0,3.9544303797468348,0.0
1.0,3.9544303797468348,37.25995227276561
2.0,3.9544303797468348,42.70212545480361
3.0,3.9544303797468348,44.8765595341371
4.0,3.9544303797468348,46.040380614006
5.0,3.9544303797468348,46.761073214408384
6.0,3.9544303797468348,47.24829502938554
7.0,3.9544303797468348,47.597515325649155
8.0,3.9544303797468348,47.85844476112139
9.0,3.9544303797468348,48.05952181187925
10.0,3.9544303797468348,48.21819501763439
11.0,3.9544303797468348,48.34576646048821
12.0,3.9544303797468348,48.44988084404254
13.0,3.9544303797468348,48.53589531269466
14.0,3.9544303797468348,48.60767625306174
15.0,3.9544303797468348,48.6680845098115
16.0,3.9544303797468348,48.71928247784176
17.0,3.9544303797468348,48.762934969950834
18.0,3.9544303797468348,48.80034440144307
19.0,3.9544303797468348,48.83254406533012
